,Search Names,Search Name,# debtholders,Original Names,count,6p_Total,6p_def_Total,3p_Total,Location,Family Size,Slavecount,Match Status,Match Reason,notes,url
457,['John Fondey'],John Fondey,1,['John Fondey'],4,0.0,0.0,934.0,,,,No Match,Too Many Potential Matches Found (8),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Fondey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
383,['James Post'],James Post,1,['James Post'],1,0.0,0.0,926.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Post&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
491,['John Motley'],John Motley,1,['John Motley'],2,0.0,0.0,915.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Motley&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
395,['Jean L Rilliel'],Jean L Rilliel,1,['Jean L Rilliel'],1,0.0,0.0,912.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jean L_Rilliel&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
833,['Willelmina C Durand'],Willelmina C Durand,1,['Willelmina C Durand'],1,0.0,0.0,900.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Willelmina C_Durand&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
659,['Peter Baelde'],Peter Baelde,1,['Peter Baelde'],1,365.0,1734.0,900.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Baelde&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
332,['Jacob Helmolt'],Jacob Helmolt,1,['Jacob Helmolt'],1,0.0,0.0,900.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Helmolt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
260,['Gerardus Beekman'],Gerardus Beekman,1,['Gerardus Beekman'],1,0.0,0.0,900.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gerardus_Beekman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
58,['Arch Gracie'],Arch Gracie,1,['Arch Gracie'],3,0.0,0.0,898.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Arch_Gracie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
581,['Lucas Elmendorf'],Lucas Elmendorf,1,['Lucas Elmondorph'],1,0.0,0.0,895.0,"Hurley, Ulster, New York",11.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lucas_Elmondorph&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
289,"['Henry Truax', 'Isaac Truax']",Henry Truax,2,['Isaac and Henry Truax'],4,0.0,0.0,884.0,"Albany Ward 3, Albany, New York",2.0,,Match,Full Match,See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Truax&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
859,['William Radclift'],William Radclift,1,['William Radclift'],1,0.0,0.0,883.0,"Rhinebeck, Dutchess, New York",10.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Radclift&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
676,['Philip Canine Junior'],Philip Canine Junior,1,['Philip Conine'],2,1505.0,803.0,883.0,"Coxsackie, Albany, New York",4.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Conine&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
138,['Cornelius Van der Bergh'],Cornelius Van der Bergh,1,"['Cornelius Van der Bergh', 'Cornelius Vanderbergh']",2,0.0,0.0,880.0, Albany,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cornelius Van der_Bergh&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
631,['Nathaniel Leonard'],Nathaniel Leonard,1,['Nathaniel Leonard'],3,0.0,0.0,873.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Leonard&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
437,['John Conway'],John Conway,1,['John Conway'],1,2360.0,1180.0,864.0,"North Castle, Westchester, New York",6.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Conway&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
678,"['Philip Livingston', 'Philip H Livingston']",Philip H Livingston,2,"['Philip Livingston', 'Philip H Livingston']",1,1200.0,600.0,864.0,,,,No Match,Too Many Potential Matches Found (5),See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip H_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
408,['Johannis Jansen'],Johannis Jansen,1,['Johannis Jansen'],2,0.0,0.0,855.0, Ulster,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Johannis_Jansen&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
731,['Samuel Gale'],Samuel Gale,1,['Samuel Gale'],1,0.0,0.0,848.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Gale&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
597,['Marrity Magaw'],Marrity Magaw,1,['Marrity Magaw'],1,0.0,0.0,846.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Marrity_Magaw&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
626,['Moses Schatt'],Moses Schatt,1,['Moses Scott'],1,0.0,0.0,844.0,"Half Moon, Albany, New York",6.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Moses_Scott&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
777,['Theophylact Bache'],Theophylact Bache,1,['Theophilact Bache'],1,0.0,0.0,840.0,"New York City East Ward, New York, New York",12.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Theophilact_Bache&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
785,['Thomas Ellison'],Thomas Ellison,1,['Thomas Ellison'],3,0.0,0.0,836.0,,,,No Match,Too Many Potential Matches Found (3),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Ellison&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
201,['Elisha Hart'],Elisha Hart,1,['Elisha Hart'],2,2505.0,1302.0,835.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elisha_Hart&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
557,['Joseph Hallete'],Joseph Hallete,1,['Joseph Hallett'],1,1298.0,650.0,832.0,"Caughnawaga, Montgomery, New York",1.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Hallett&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
257,['Gerandus Lansing'],Gerandus Lansing,1,['Gerardus Lansing'],1,1036.0,568.0,830.0,"Albany Ward 2, Albany, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gerardus_Lansing&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
205,['Elizabeth Richards'],Elizabeth Richards,1,['Elizabeth Richards'],3,0.0,0.0,826.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elizabeth_Richards&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
334,['Jacob J Pruyn'],Jacob J Pruyn,1,['Jacob J Pruyn'],1,0.0,0.0,816.0, Albany,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob J_Pruyn&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
185,['Edward Dunscomb'],Edward Dunscomb,1,['Edward Dunscomb'],2,950.0,479.0,815.0,"New York City Montgomery Ward, New York, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Edward_Dunscomb&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
275,['Haydock and March'],Haydock and March,1,['Haydock and March'],1,0.0,0.0,811.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Haydock and_March&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
429,['John C Wynkoop'],John C Wynkoop,1,['John C Wynkoop'],1,0.0,0.0,809.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John C_Wynkoop&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
589,['Margaret Barclay'],Margaret Barclay,1,['Margaret Barclay'],1,0.0,0.0,792.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Barclay&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
82,['Benjamin Tallmadge'],Benjamin Tallmadge,1,['Benjamin Tallmadge'],1,0.0,0.0,788.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Tallmadge&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
767,"['Stephen Van Rensselaer', 'Stephen Van Rensealear']",Stephen Van Rensselaer,2,"['Stephen Van Renselear', 'Stephen Van Rensealear']",1,1424.0,714.0,784.0,"Watervliet, Albany, New York",23.0,,Match,Full Match,See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen Van_Renselear&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
102,['Catharine Remsen'],Catharine Remsen,1,['Catherine Remsen'],2,0.0,0.0,778.0,"New York City South Ward, New York, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Remsen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
505,['John R B Rogers'],John R B Rogers,1,['John R B Rogers'],1,2609.0,1354.0,776.0,,,,No Match,Too Many Potential Matches Found (18),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John R B_Rogers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
592,['Margaret Cunningham'],Margaret Cunningham,1,['Margaret Cunningham'],1,2668.0,1336.0,776.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Cunningham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
415,['John Banks'],John Banks,1,['John Banks'],1,0.0,0.0,775.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Banks&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
99,['Cary Judah'],Cary Judah,1,['Cary Judah'],4,0.0,0.0,761.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cary_Judah&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
583,['Luther Halsey'],Luther Halsey,1,['Luther Halsey'],1,0.0,0.0,755.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Luther_Halsey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
516,['John Speyer'],John Speyer,1,['John Speyer'],3,0.0,0.0,735.0,,,,No Match,Too Many Potential Matches Found (4),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Speyer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
121,['Charles Wilkes'],Charles Wilkes,1,['Charles Wilkes'],1,1786.0,943.0,735.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_Wilkes&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
204,['Elizabeth Judah'],Elizabeth Judah,1,['Elizabeth Judah'],1,0.0,0.0,733.0,"New York City South Ward, New York, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elizabeth_Judah&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
246,['George Ludlow'],George Ludlow,1,['George Ludlow'],1,0.0,0.0,726.0,"New York City East Ward, New York, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Ludlow&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
214,['Forest Forest'],Forest Forest,1,['Antoince Rease Charles de la Forest'],1,0.0,0.0,720.0,"Rensselaerwick, Albany, New York",6.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Antoince Rease Charles de la_Forest&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
194,['Elias Pelletreau'],Elias Pelletreau,1,['Elias Pelletreau'],1,0.0,0.0,714.0, Suffolk,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elias_Pelletreau&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
652,['Ozias Marven'],Ozias Marven,1,['Ozias Marven'],1,0.0,0.0,713.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ozias_Marven&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
307,['Isaac Heyer'],Isaac Heyer,1,['Isaac Heyer and Co'],2,0.0,0.0,710.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Heyer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
439,['John Coxe'],John Coxe,1,['John Coxe'],1,0.0,0.0,708.0,,,,No Match,Too Many Potential Matches Found (7),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Coxe&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
824,['Uriah Rodgers'],Uriah Rodgers,1,['Uriah Rogers'],1,0.0,0.0,707.0,"South Hampton, Suffolk, New York",11.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Uriah_Rogers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
200,['Elisha Boudinot'],Elisha Boudinot,1,['Elisha Boudinot'],1,0.0,0.0,701.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elisha_Boudinot&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
679,['Philip H Livingston'],Philip H Livingston,1,"['Philip Livingston', 'Philip H Livingston']",2,0.0,0.0,696.0,,,,No Match,Too Many Potential Matches Found (5),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip H_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
617,['Michael Brooks'],Michael Brooks,1,['Michael Brooks'],1,0.0,0.0,688.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Brooks&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
215,['Forman Mount'],Forman Mount,1,['Forman Mount'],2,0.0,0.0,680.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Forman_Mount&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
355,['James Clinton'],James Clinton,1,['James Clinton'],1,0.0,0.0,675.0,"New Windsor, Ulster, New York",22.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Clinton&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
757,['Smith Weed'],Smith Weed,1,['Smith Weed'],2,0.0,0.0,670.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Smith_Weed&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
41,['Allada V'],Allada V,1,['Allada VanVeghter'],1,0.0,0.0,665.0,"Schachticoke, Albany, New York",11.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Allada_VanVeghter&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
752,['Simeon De Wite'],Simeon De Wite,1,['Simeon Dewitt'],1,0.0,0.0,663.0,"Albany Ward 1, Albany, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simeon_Dewitt&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
555,['Joseph Bindon'],Joseph Bindon,1,['Joseph Bindon'],1,0.0,0.0,660.0,"New York City North Ward, New York, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Bindon&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
306,['Isaac Davenport'],Isaac Davenport,1,['Isaac Davenport'],1,0.0,0.0,660.0,"Phillipstown, Dutchess, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Davenport&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
137,['Cornelius VamVeghter'],Cornelius VamVeghter,1,['Cornelius VamVeghter'],1,0.0,0.0,659.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cornelius_VamVeghter&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
838,['William Bone'],William Bone,1,['William Bowne'],1,0.0,0.0,656.0,"Caughnawaga, Montgomery, New York",4.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Bowne&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
454,['John Fell'],John Fell,1,['John Fell'],1,0.0,0.0,654.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Fell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
684,['Platt Carll'],Platt Carll,1,['Platt Carll'],2,0.0,0.0,652.0,"Huntington, Suffolk, New York",12.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Platt_Carll&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
788,['Thomas Gardner'],Thomas Gardner,1,['Thomas Gardner'],1,0.0,0.0,649.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Gardner&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
770,['Susannah Richardson'],Susannah Richardson,1,['Susannah Richardson'],1,0.0,0.0,640.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Susannah_Richardson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
854,['William Leffingwell'],William Leffingwell,1,['William Leffingwell'],2,0.0,0.0,635.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Leffingwell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
615,['Matthew Trotter'],Matthew Trotter,1,['Matthew Trotter'],1,0.0,0.0,630.0,"Albany Ward 1, Albany, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Matthew_Trotter&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
701,['Robert Bowne'],Robert Bowne,1,['Robert Bowne'],3,0.0,0.0,626.0,"New York City Montgomery Ward, New York, New York",13.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Bowne&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
425,['John Bush'],John Bush,1,['John Bush'],2,1992.0,997.0,626.0,,,,No Match,Too Many Potential Matches Found (8),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Bush&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
222,['Franklin Robins'],Franklin Robins,1,['Franklin Robins and Co'],1,0.0,0.0,625.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Franklin_Robins&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
392,['James Walker'],James Walker,1,['James Walker'],3,0.0,0.0,616.0,,,,No Match,Too Many Potential Matches Found (5),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Walker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
780,['Thomas Bolton'],Thomas Bolton,1,['Thomas Bolton'],3,0.0,0.0,615.0,"New Rochelle, Westchester, New York",3.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Bolton&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
606,['Mary McEwen'],Mary McEwen,1,['Mary McEwen'],1,0.0,0.0,612.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_McEwen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
106,"['Catherine Dow', 'Rachel Dow']",Rachel Dow,2,['Catherine and Rachel Dow'],2,0.0,0.0,612.0,,,,No Match,No Match Found,See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Rachel_Dow&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
471,['John J Holmes'],John J Holmes,1,['John J Holmes'],1,0.0,0.0,607.0,,,,No Match,Too Many Potential Matches Found (14),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John J_Holmes&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
20,['Abraham Lansing'],Abraham Lansing,1,['Abraham Lansing'],1,1171.0,635.0,606.0,,,,No Match,Too Many Potential Matches Found (6),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Lansing&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
714,['Robert Robinson'],Robert Robinson,1,['Robert Robinson'],2,0.0,0.0,604.0,,,,No Match,Too Many Potential Matches Found (2),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Robinson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
348,['James Bigelow'],James Bigelow,1,['James Bigelow'],1,0.0,0.0,604.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Bigelow&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
585,['Lynde Catline'],Lynde Catline,1,"['Lynd Catline', 'Lynde Catline']",2,0.0,0.0,604.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lynd_Catline&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
407,['Johannis J Lansing'],Johannis J Lansing,1,['Johannis J Lansing'],1,0.0,0.0,602.0,,,,No Match,Too Many Potential Matches Found (13),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Johannis J_Lansing&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
440,['John Crawford'],John Crawford,1,['John Crawford'],3,0.0,0.0,598.0,,,,No Match,Too Many Potential Matches Found (6),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Crawford&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
611,['Mathias Williamson'],Mathias Williamson,1,['Mathias Williamson'],1,0.0,0.0,596.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mathias_Williamson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
158,['David Gelston'],David Gelston,1,['David Gelston'],2,0.0,0.0,594.0,"New York City East Ward, New York, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Gelston&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
518,['John Stites'],John Stites,1,['John Stites'],2,0.0,0.0,593.0,"New York City South Ward, New York, New York",2.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Stites&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
775,"['Theodorus Van Wyck Graham', 'Theo V W Graham']",Theodorus Van Wyck Graham,2,"['Theodosius V W Graham', 'Theo V W Graham']",1,414.0,207.0,590.0,"Albany Ward 3, Albany, New York",10.0,,Match,Full Match,See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Theodosius V W_Graham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
735,['Samuel Jones'],Samuel Jones,1,['Samuel Jones'],1,0.0,0.0,589.0,,,,No Match,Too Many Potential Matches Found (11),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Jones&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
527,['John Van Alen'],John Van Alen,1,['John and Baron Van Alen'],1,0.0,0.0,589.0,,,,No Match,Too Many Potential Matches Found (6),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John Van_Alen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
98,['Cary Headley'],Cary Headley,1,['Cary Headley'],1,0.0,0.0,586.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cary_Headley&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
607,['Mary Nichols'],Mary Nichols,1,['Mary Nichols'],2,0.0,0.0,585.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Nichols&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
616,['Menshaw Salter'],Menshaw Salter,1,['Manasseh Salter'],1,0.0,0.0,575.0,"New York City West Ward, New York, New York",12.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Manasseh_Salter&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
