,Index,Original Name,Search Name,Name #,Match Status,Match Reason,Location,Family Size,Slavecount,url
495,861,['Margaret Cumming'],['Margaret Cumming'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Cumming&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
496,862,['Elizabeth Judah'],['Elizabeth Judah'],1,Match,Full Match,"New York City South Ward, New York, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elizabeth_Judah&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
497,863,['Jacob Branford'],['Jacob Branford'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Branford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
498,868,['Mary Rose'],['Mary Rose'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Rose&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
499,870,['John Jacob Astor'],['John Jacob Astor'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John Jacob_Astor&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
500,871,['Peter F Curtenius'],['Peter I Cortenius'],1,Match,Full Match,"New York City East Ward, New York, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter F_Curtenius&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
501,875,['Isaac de Freest'],['Isaac de Freest'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac de_Freest&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
502,877,['Marte Beeckman'],['Marte Beeckman'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Marte_Beeckman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
503,879,['Jacob J Pruyn'],['Jacob J Pruyn'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob J_Pruyn&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
504,880,['Robert Hunter'],['Robert Hunter'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Hunter&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
505,882,['John H Beeckman'],['John H Beeckman'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John H_Beeckman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
506,884,['Jacob Sebor'],['George Seible'],1,Match,Full Match,"Rensselaerville, Albany, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Sebor&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
507,885,['Gerrard Walton'],['Gerard Walton'],1,Match,Full Match,"New York City Montgomery Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gerrard_Walton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
508,886,['Nicholas Quackenboss'],['Nicholas Quackenboss'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Quackenboss&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
509,887,['Hay Steveson'],['Hay Stevenson'],1,Match,Full Match,"New York City East Ward, New York, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hay_Steveson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
510,888,['Abraham and James Cole'],['James Cole'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Cole&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
511,888,['Abraham and James Cole'],['Abraham Cole'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Cole&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
512,890,['James Carpenter'],['James Carpenter'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Carpenter&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
513,893,['Haydock and March'],['Haydock and March'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Haydock and_March&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
514,894,['Joseph Winter'],['Joseph Winter'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Winter&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
515,899,['Antoince Rease Charles de la Forest'],['Forest Forest'],1,Match,Full Match,"Rensselaerwick, Albany, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Antoince Rease Charles de la_Forest&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
516,904,['Tunis Van Veghten'],['Tunis Van Veghten'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Tunis Van_Veghten&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
517,905,['Arant Van Schaack'],['Arent Schaick'],1,Match,Full Match,"Coxsackie, Albany, New York",17,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Arant Van_Schaack&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
518,906,['Richard Harrison'],['Richard Harrison'],1,Match,Full Match,"New York City West Ward, New York, New York",15,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Richard_Harrison&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
519,907,['John Griffith'],['John Griffiths'],1,Match,Full Match,"New York City Out Ward, New York, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Griffith&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
520,908,['Isaac Bogart'],['Isaac Bogert'],1,Match,Full Match,"Oyster Bay, Queens, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Bogart&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
521,909,['John Leake'],['John Leake'],1,Match,Only Location Found, Dutchess,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Leake&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
522,910,['John G Leake'],['John G Leake'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John G_Leake&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
523,911,['James Post'],['James Post'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Post&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
524,914,['Guy Richards'],['Guy Richards'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Guy_Richards&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
525,923,['Joshua Edwards'],['Joshua Edwards'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joshua_Edwards&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
526,926,['Ebenezer Jackson'],['Ebenezer Jackson'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ebenezer_Jackson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
527,928,['Robert Wasson'],['Robert Wasson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Wasson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
528,929,['Toney Freeman'],['Toney Freeman'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Toney_Freeman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
529,931,['Solomon Hays'],"['Solomon, Esqr Haws Esquire']",1,Match,Full Match,"Cortlandt, Westchester, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Solomon_Hays&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
530,942,['Nicholas Quackenbush'],['Nicholas Quackenbush'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Quackenbush&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
531,945,['William Brown'],['William Brown'],1,No Match,Too Many Potential Matches Found 18,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Brown&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
532,946,['Jeremiah Fronson'],['Jeremiah Fronson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah_Fronson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
533,948,['Cary Judah'],['Cary Judah'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cary_Judah&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
534,949,['Francis Mains'],['Francis Maines'],1,Match,Full Match,"New Windsor, Ulster, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Francis_Mains&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
535,950,['George Ingles'],['George Ingler'],1,Match,Full Match,"Newburgh, Ulster, New York",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Ingles&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
536,951,['Matthew Van Bunschoten'],['Matthew Benschoten'],1,Match,Full Match,"Fishkill, Dutchess, New York",18,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Matthew Van_Bunschoten&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
537,953,['Catherine Remsen'],['Catharine Remsen'],1,Match,Full Match,"New York City South Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Remsen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
538,956,['Thomas Pearsall and Son'],['Thomas Pearsall'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Pearsall&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
539,959,['Samuel Jones'],['Samuel Jones'],1,No Match,Too Many Potential Matches Found 11,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Jones&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
540,962,['Thomas Tillotson'],['Thomas Tillotson'],1,Match,Full Match,"Rhinebeck, Dutchess, New York",16,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Tillotson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
541,963,['Michael Connolly'],['Michael Conolly'],1,Match,Full Match,"Northeast, Dutchess, New York",12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Connolly&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
542,964,['Jefry Judan and Co'],['Jefry Judan'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jefry_Judan&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
543,965,['John Liswell'],['John Iiswell'],1,Match,Full Match,"Watervliet, Albany, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Liswell&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
544,966,['Asa Douglass'],['Asa Douglass'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Asa_Douglass&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
545,967,['Joseph Bellknap'],['Joseph Belknap'],1,Match,Full Match,"New Windsor, Ulster, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Bellknap&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
546,969,['John Templeman'],['John Templeman'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Templeman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
547,974,['Jonathan Lawrence'],['Jonathan Lawrence'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Lawrence&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
548,976,['Simon Van Anterp'],['Simon Van Anterp'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simon Van_Anterp&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
549,980,['Mary Nichols'],['Mary Nichols'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Nichols&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
550,982,['James Richmond'],['James Richmond'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Richmond&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
551,983,['John Coxe'],['John Coxe'],1,No Match,Too Many Potential Matches Found 7,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Coxe&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
552,984,['Peter Wilson'],['Peter Wilson'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Wilson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
553,985,['John Pickle'],['John Pickle'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Pickle&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
554,989,['James Watson'],['James Watson'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Watson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
555,990,['Simon Schermerhorn'],['Simon Schermerhorn'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Simon_Schermerhorn&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
556,995,['James Saidler'],['James Saidler'],1,Match,Full Match,"New York City East Ward, New York, New York",12,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Saidler&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
557,997,['William Arthur'],['William Arthur'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Arthur&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
558,1000,['Jesse Selleck'],['Jesse Selleck'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jesse_Selleck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
559,1002,['James McEvers'],['James McEvers'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_McEvers&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
560,1003,['Uriah Rogers'],['Uriah Rodgers'],1,Match,Full Match,"South Hampton, Suffolk, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Uriah_Rogers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
561,1008,['John D Mercier'],['John Mercer'],1,Match,Full Match,"Amenia, Dutchess, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John D_Mercier&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
562,1010,['Robert Robinson'],['Robert Robinson'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Robinson&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
563,1012,['John Van Ness'],['John Van Ness'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John Van_Ness&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
564,1015,['W and J Heyer'],['W and J Heyer'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=W and J_Heyer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
565,1016,['Johannis J Lansing'],['Johannis J Lansing'],1,No Match,Too Many Potential Matches Found 13,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Johannis J_Lansing&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
566,1017,['Rutger Lansing'],['Rutger Lansing'],1,Match,Full Match,"Watervliet, Albany, New York",13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Rutger_Lansing&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
567,1018,['Henry Van Pelt'],['Henry Van Pelt'],1,Match,Full Match,"New York City Montgomery Ward, New York, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry Van_Pelt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
568,1020,['Peter Curtenius'],['Peter I Cortenius'],1,Match,Full Match,"New York City East Ward, New York, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Curtenius&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
569,1026,['Thomas Grant'],['Thomas Grant'],1,Match,Full Match,"Northeast, Dutchess, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Grant&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
570,1028,['Thomas L Vickers'],['Thomas L Vickers'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas L_Vickers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
571,1033,['Prosper Wetmore'],['Prosper Wetmore'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Prosper_Wetmore&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
572,1034,['Aaron Milich'],['Aaron Milich'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Aaron_Milich&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
573,1035,['Nehemiah Wade'],['Nehemiah Wade'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nehemiah_Wade&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
574,1041,['John Carll'],['John Carll'],1,Match,Full Match,"Huntington, Suffolk, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Carll&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
575,1044,['Philander Brasher'],['Philander Brasher'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philander_Brasher&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
576,1045,['Charles McKnight'],['Charles McKnight'],1,Match,Full Match,"New York City North Ward, New York, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_McKnight&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
577,1048,['D J H Livingston'],['D J H Livingston'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=D J H_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
578,1052,['Cornelius Jansen'],['Cornelius Jansen'],1,Match,Only Location Found, Ulster,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cornelius_Jansen&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
579,1053,['Gilbert Groteclass'],['Gilbert Grooticloss'],1,Match,Full Match,"New York City West Ward, New York, New York",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gilbert_Groteclass&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
580,1057,['John Oathout'],['John Oudthout'],1,Match,Full Match,"New York City Dock Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Oathout&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
581,1060,['John B Coles'],['John B'],1,Match,Full Match,"New York City Dock Ward, New York, New York",15,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John B_Coles&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
582,1062,['John Boyd'],['John Boyd'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Boyd&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
583,1063,['William Constable and Co'],['William Constable'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Constable&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
584,1064,['Jonathan Sayre'],['Jonathan Sayre'],1,Match,Full Match,"Goshen, Orange, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Sayre&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
585,1065,['Jacob C Schermerhorn'],['Jacob C Schermerhorn'],1,Match,Full Match,"Rensselaerwick, Albany, New York",24,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob C_Schermerhorn&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
586,1066,['James Dean'],['James Dean'],1,Match,Full Match,"Whites, Montgomery, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Dean&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
587,1067,['Seth Jenkins'],['Seth Jenkins'],1,Match,Full Match,"Hudson, Columbia, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Seth_Jenkins&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
588,1081,['John Gurnee'],['John Gurnee'],1,Match,Only Location Found, Orange,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Gurnee&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
589,1092,['Nicholas Low and H and S Johnson and Co'],['Nicholas Low'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Low&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
590,1098,['Thomas Van Pelt'],['Thomas Van Pelt'],1,Match,Full Match,"New York City Montgomery Ward, New York, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas Van_Pelt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
591,1106,['Peter Van den Berck'],['Peter Van den Berck'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter Van den_Berck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
592,1115,['Thomas Bolton'],['Thomas Bolton'],1,Match,Full Match,"New Rochelle, Westchester, New York",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Bolton&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
593,1118,['Nathaniel Olcott'],['Nathaniel Olcott'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nathaniel_Olcott&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
594,1119,['Bleecker and McEuen'],['Bleecker and McEuen'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Bleecker and_McEuen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
595,1122,['John Pintard'],['John Pintard'],1,Match,Full Match,"New York City East Ward, New York, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Pintard&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
596,1135,['Peter Godfroyte'],['Peter Godfroyte'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Godfroyte&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
597,1138,['David Laurence'],['David Laurence'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Laurence&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
598,1140,['Jacob Le Roy'],['Jacob Le Roy'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob Le_Roy&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
599,1141,['Henry Bleecker'],['Henry Bleecker'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Bleecker&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
600,1143,['Thomas Leaming'],['Thomas Leaming'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Leaming&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
601,1144,['John de Wint'],['John Wint'],1,Match,Full Match,"Orange, Orange, New York",16,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John de_Wint&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
602,1145,['Jon Templeman'],['Jon Templeman'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jon_Templeman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
603,1146,['Isaac Heyer and Co'],['Isaac Heyer'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Heyer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
